720;Normalization;"Marie Kondo for data: every fact gets exactly one drawer; a duplicated fact sparks no joy and is folded away into its own table, leaving a key behind as the receipt.";Structuring tables so every fact is stored exactly once, removing redundancy by decomposing along functional dependencies.;Instead of orders repeating user_name, user_addr: / users(id, name, addr) + orders(id, user_id) / Address change: 1 row, not 400;Denormalization — the deliberate reverse: reintroducing duplication for read speed once you know the cost.
721;Modification anomalies;"The teacher's address is copied onto all 30 student cards. She moves and one card is missed (update); a teacher with no students can't be stored anywhere (insert); the last student leaves and her address is shredded with the card (delete).";Redundancy breeds update anomalies (miss one copy), insert anomalies (fact needs a host row), and delete anomalies (fact dies with its row).;employees(name, dept, dept_phone): / phone changes -> update 40 rows, miss 1 -> two truths / delete last employee -> dept phone vanishes;"Concurrency anomalies (dirty/phantom reads) — those come from parallel transactions; these come from redundant schema design."
722;First normal form;"One egg per carton cup. Someone crammed three phone numbers into one cup; the lid won't close until each egg gets its own cup — or its own carton row.";"Every column holds one atomic value per row — no arrays, comma lists, or repeating groups; multi-values become extra rows.";Bad: phones = '555-1, 555-2, 555-3' / Good: user_phones(user_id, phone) / one row per number;"2NF — 1NF is about atomic cells; 2NF is about columns depending on the whole composite key."
723;Second normal form;"A safe that needs both keys (order_id + product_id) to open — yet 'product price' pops out with the product key alone. It never belonged in this safe; escort it to the products vault. The WHOLE key.";1NF plus no partial dependency: every non-key column must depend on the whole composite key, not just part of it.;order_items(order_id, product_id, qty, product_name) / product_name depends on product_id alone -> partial / move it: products(product_id, product_name);"3NF — 2NF removes dependencies on part of the key; 3NF removes non-key columns depending on other non-key columns."
724;Third normal form;A gossip chain: the row tells zip, zip tells city — city learned the key's secret secondhand. Cut out the middleman: zip and city elope to their own table. Nothing but the key, so help me Codd.;2NF plus no transitive dependency: non-key columns may not depend on other non-key columns — nothing but the key.;people(id, zip, city): zip -> city is transitive / split: people(id, zip) + zips(zip, city) / city stored once per zip;BCNF — BCNF additionally forbids non-candidate-key determinants even when the dependent column is part of a key.
725;Boyce-Codd normal form;Bouncer-Codd at the club door: anyone caught determining anything ('this tutor fixes the course') must flash a full candidate-key membership card. Mere column cliques are thrown out and given their own venue.;Stricter 3NF: every determinant (left side of any functional dependency) must be a candidate key — no exceptions.;(student, course) -> tutor, but tutor -> course / tutor determines yet isn't a candidate key / decompose: tutors(tutor, course) + enroll(student, tutor);"3NF — 3NF tolerates a non-key determinant when the dependent is part of some key; BCNF tolerates nothing."
726;Denormalization;The barista tapes the top ten recipes to the espresso machine instead of walking to the recipe book. Pours are instant — but when HQ changes the mocha, she must remember every taped copy or serve the old drink.;Deliberately duplicating or precomputing data to cut joins and speed reads, accepting extra write logic and drift risk.;orders.items_count kept by trigger / vs COUNT(*) join on every page load / faster read, one more thing to keep true;"Unnormalized design — denormalized is a measured step back from a normalized model; unnormalized never had one."
727;Star schema;A sheriff's star: the fat metal center is the fact table (every sale stamped with numbers), and each point of the star is a dimension — who bought, what item, which store, what day.;Analytics layout: a central fact table of measured events joined to small denormalized dimension tables — who, what, when, where.;fact_sales(date_id, store_id, product_id, qty, rev) / dim_date, dim_store, dim_product / query: join facts to a few dims, aggregate;"Snowflake schema — snowflake re-normalizes dimensions into sub-tables; star keeps each dimension flat and wide."
728;Surrogate vs natural keys;"The prison files inmates by number, not name: names get remarried, misspelled, and duplicated; number 24601 never changes no matter what Jean Valjean calls himself this year.";"Surrogate keys are meaningless generated IDs; natural keys are real-world attributes whose meaning can change, collide, or leak.";id BIGSERIAL PRIMARY KEY -- surrogate / vs PRIMARY KEY (email) -- natural / email changes -> every referencing FK must change;"UUID vs auto-increment — both are surrogates; that choice is about generation and index locality, not business meaning."
729;EAV antipattern;A furniture store that sells every chair as a bin of loose screws with sticky notes: 'color: red', 'legs: 4'. Infinitely flexible shelving — but rebuilding one chair takes forty trips, and nothing stops 'legs: banana'.;Storing data as generic entity-attribute-value rows for 'flexibility', losing types, constraints, and sane queries in the bargain.;"attrs(entity_id, attr, value) / (42,'color','red'), (42,'legs','4') -- all TEXT / one product = N self-joins; no CHECK possible";"JSONB column — a typed, indexable document kept in one row; EAV shreds each attribute into its own untyped row."
730;Transaction;A magician's tablecloth yank: either the whole new table setting appears in one motion, or the trick fails and every plate is exactly where it was. The audience never sees half-moved cutlery.;"A group of statements executed as one all-or-nothing unit: COMMIT makes all of it visible; ROLLBACK erases every trace.";"BEGIN; / UPDATE acc SET bal=bal-100 WHERE id=1; / UPDATE acc SET bal=bal+100 WHERE id=2; COMMIT;";"Single autocommit statement — each statement is already its own tiny transaction; BEGIN binds several into one fate."
731;ACID properties;Drop a committed transaction into a vat of acid: it stays in one piece (A), keeps its lawful shape (C), doesn't react with its vat-mates (I), and the etching it leaves is permanent (D).;Atomicity (all or nothing), Consistency (rules still hold), Isolation (concurrent txns don't interfere), Durability (committed survives crashes).;Crash between debit and credit -> both roll back (A) / CHECK bal >= 0 still true after (C) / power cut after COMMIT -> transfer survives (D);BASE — BASE systems trade per-transaction guarantees for availability, converging eventually instead of immediately.
732;Dirty read;Reading a friend's essay over their shoulder mid-edit and quoting a sentence they delete a second later — your citation points at words that never made the published page.;"Reading another transaction's uncommitted changes; if it rolls back, you acted on data that never officially existed.";T1: UPDATE acc SET bal=0 (not committed) / T2: SELECT bal -> 0, ships a refund / T1: ROLLBACK -- T2 refunded money that never moved;"Non-repeatable read — that one re-reads committed changes; a dirty read sees changes that were never committed at all."
733;Non-repeatable read;You check the hotel room price, walk off to fetch your wallet, and return to the same screen in the same session — the same room now costs more. Same row, same query, two answers.;Within one transaction, re-reading the same row returns a different value because another transaction committed an update in between.;"T1: SELECT price WHERE id=7 -> 100 / T2: UPDATE price=120; COMMIT / T1: SELECT price WHERE id=7 -> 120 (same txn)";"Phantom read — phantom is new rows appearing in a re-run range query; non-repeatable is one existing row changing value."
734;Phantom read;You count twelve ghosts in the ballroom, blink, count again: thirteen. None of the originals changed — a phantom matching your WHERE clause materialized between counts.;Re-running a range query inside one transaction returns new rows that another transaction inserted and committed meanwhile.;"T1: SELECT COUNT(*) WHERE age>60 -> 12 / T2: INSERT senior; COMMIT / T1: same COUNT -> 13; a new row appeared";"Non-repeatable read — that is an existing row changing; phantom is the membership of the result set changing."
735;Isolation levels;Hotel privacy tiers: glass walls (neighbors see your dirty drafts), curtains (you see only finished rooms), a locked door (your view frozen at check-in), and a private floor where stays replay as if guests came one at a time.;A ladder trading anomalies for concurrency: read uncommitted, read committed, repeatable read, serializable — each rung blocks more anomalies.;"SET TRANSACTION ISOLATION LEVEL REPEATABLE READ; / Postgres default: READ COMMITTED / serializable may abort: catch and retry";"Consistency (the C in ACID) — that is about domain rules holding; isolation is about what concurrent transactions can see."
736;Optimistic locking;"Two wiki editors type freely on the same page. On save, the site compares version numbers: first saver wins; the second sees 'page changed since you loaded it — reapply'. Nobody waited; one redid work.";"Proceed without locks; at write time verify a version or timestamp hasn't changed — if it has, abort and retry. Best when conflicts are rare.";"UPDATE docs SET body=:new, version=version+1 / WHERE id=7 AND version=:seen; / -- 0 rows updated => conflict: reload and retry";"Pessimistic locking — pessimism blocks rivals up front; optimism never blocks and detects conflicts at commit time."
737;Pessimistic locking;"The office bathroom-key school of concurrency: take the key off the hook before you go; everyone else shuffles in the hallway, even those who only wanted to check the mirror.";"Acquire the lock before touching the data so no rival can modify (or lock) it until you finish; everyone else queues.";"BEGIN; / SELECT * FROM inventory WHERE sku='A1' FOR UPDATE; / -- rival writers block here until COMMIT";"Optimistic locking — optimism lets everyone work and rejects late writers; pessimism makes late arrivals wait at the door."
738;SELECT FOR UPDATE;You lay your flat hand on the bakery's last éclair while fishing out your wallet. Everyone may still look at it, but nobody can grab or reprice it until you finish paying (COMMIT).;A row-locking read inside a transaction: locks the selected rows so your read-then-write sequence can't be interleaved by rivals.;"BEGIN; / SELECT bal FROM acc WHERE id=1 FOR UPDATE; / UPDATE acc SET bal=bal-100 WHERE id=1; COMMIT;";"Plain SELECT in a transaction — ordinary reads take no row locks; FOR UPDATE holds the rows until commit."
739;Transaction deadlock;"Two overpolite people wedged in a doorway, each holding the door the other needs, bowing 'after you' forever — until the manager (the engine) shoves one back outside (abort) so the other passes; the ejected one retries.";"Two transactions each hold a lock the other needs, waiting forever; the database detects the cycle and aborts one as the victim.";T1: locks row A, wants B / T2: locks row B, wants A / ERROR: deadlock detected -- fix: lock rows in same order;"Ordinary lock wait — blocking ends when the holder commits; a deadlock is a cycle only a victim abort can break. | cf. 530 Deadlock (déjà pris): same wait cycle, but the database detects it and kills one victim transaction automatically"
740;NoSQL databases;Across from the strict relational cafeteria, a food-truck park: each truck serves one dish its own way — no shared menu, no table service, no substitutions, and the lines fly.;Non-relational stores that give up joins, strict schemas, or full ACID to win scale, flexibility, or speed for specific access patterns.;Redis (key-value), MongoDB (document), / Cassandra (wide-column), Neo4j (graph) / pick per workload, not by fashion;"NewSQL — NewSQL keeps SQL and ACID while scaling out; NoSQL changes the data model itself."
741;Key-value store;"A wall of gym lockers: present exactly key #417 and get your bag. Ask the attendant 'which lockers contain red jackets?' and he just stares — lockers are opaque; only keys open anything.";"Stores an opaque value under a unique key; you can GET, SET, and DELETE by exact key but never query inside the value.";SET session:abc '{user:7}' EX 3600 / GET session:abc -> '{user:7}' / -- no WHERE, no query by value;"Document store — documents are queryable and indexable by inner fields; a KV value is a sealed blob."
742;Document database;Each customer is one manila folder: orders stapled inside, addresses paper-clipped to the flap. You pull the whole folder in one motion — no reassembling a person from ten separate drawers.;"Stores JSON-like documents with nested structure, indexed and queried by inner fields; the document is the unit of atomicity.";db.users.find({'address.city': 'Oslo'}) / db.users.updateOne({_id:7}, {$push:{orders:o}}) / -- one document updated atomically;"Key-value store — KV can't see inside its values; a document DB indexes and filters on nested fields."
743;Wide-column store;"A mile-wide spreadsheet where each row grows its own private set of labeled columns; the wall is sawn into panels by row key and the panels are shipped to different warehouses (partitions).";"Rows keyed by a partition key hold sparse dynamic columns sorted by a clustering key; built for huge, write-heavy, partitioned workloads.";"Cassandra: PRIMARY KEY ((user_id), ts) / partition by user, rows time-sorted inside / great: feeds, sensor series; bad: ad-hoc joins";"Columnar format (Parquet) — despite the name, wide-column stores are row-oriented per partition; columnar is a scan-optimized file layout."
744;Graph database;A detective's corkboard: photos (nodes) joined by red string (edges). 'Friend of a friend of a friend' is walking three strings with your finger — no re-sorting file cabinets (joins) at every hop.;Nodes and edges are first-class records with direct pointers, so multi-hop relationship traversals stay fast regardless of dataset size.;MATCH (a:Person {name:'Ada'})-[:FRIEND*2..2]->(f) / RETURN f.name / -- friends-of-friends in one traversal;"Join table in SQL — models the same edges, but each hop costs a join; graph engines follow stored pointers per hop."
745;BASE consistency model;The alkaline answer to ACID: a spilled BASE spreads slowly across the lab counter until it evenly coats it (replicas converge eventually) — and the counter stays usable the whole time (available).;"Basically Available, Soft state, Eventually consistent: replicas may briefly disagree but converge; availability beats instant consistency.";cart on two replicas briefly differs / partition heals -> versions reconcile / user never saw an error page;"ACID — ACID promises every transaction sees consistent data now; BASE promises the system converges later."
746;Schema-on-read;"A junk drawer you fill freely for years; sorting happens only at the moment a hand goes in. Each family member imposes a different order — batteries by size, or by 'probably dead'.";"Data is written without enforced structure; each reader applies a schema at query time, so interpretation is deferred and may vary.";raw JSON logs land in S3, no table upfront / df = spark.read.schema(s).json('s3://logs/') / two teams read the same files differently;"Schemaless — data always has implicit structure; schema-on-read merely moves enforcement from write time to read time."
747;Design by access pattern;"The chef stocks each station for tonight's menu, not alphabetically: the garnish sits beside the plate it lands on. Orders (queries) fly out because the layout mirrors them; an off-menu request means re-prepping the kitchen.";In NoSQL, model tables and keys from the exact queries you must serve — not from entity shape — because ad-hoc joins don't exist.;DynamoDB: list the queries first: / 'orders by user by date' -> PK=user_id, SK=order_date / a new query pattern may need a new GSI/table;"Entity-relationship modeling — relational designs entities first and trusts joins for any query; NoSQL bakes the query into the layout."
748;Embedding vs referencing;Scrapbooking: glue the photo onto the page (embed — instant to view, but a shared photo is re-printed onto every page) or write 'see album B, photo 12' (reference — one original, an extra walk to the shelf).;Document modeling choice: nest related data inside the parent (one fast read, duplication) or store an ID to fetch separately (one copy, extra trip).;"Embed: {order:1, items:[{sku,qty}...]} one read / Reference: {order:1, item_ids:[9,12]} / + second query; items deduped across orders";"SQL foreign key — a document reference is app-resolved with no enforced integrity; an FK is engine-enforced and joinable."
749;Polyglot persistence;One hospital, many archives: X-ray films in the imaging vault, blood samples in the cold fridge, appointments in the front ledger. One patient, three purpose-built stores — and three systems for the night shift to keep alive.;Using several database types in one system, each chosen for the workload it serves best, at the cost of operating them all.;"Postgres: orders and money / Redis: sessions; Elasticsearch: product search / S3: images -- one app, four stores";"Multi-model database — one engine exposing several models; polyglot runs separate specialized engines side by side."
750;Cache;The fridge is downstairs, so your desk's top drawer holds the snacks you actually keep reaching for. The drawer is tiny — every new snack squeezed in shoves a neglected one out.;"A small fast store holding copies of hot data so repeat reads skip the slow source; effectiveness lives and dies by hit ratio.";v = redis.get(k) # ~0.1 ms / if v is None: v = db.query(k) # ~5 ms / 99% hit ratio -> DB sees 1% of reads;"Memoization / CPU cache — same principle at other layers; this tier caches data between app and database (e.g. Redis)."
751;Cache-aside;"You open the snack drawer yourself; it's empty, so YOU trudge to the fridge and, walking back, drop a copy in the drawer for next time. The drawer never restocks itself — it's a dumb box.";"The app checks the cache first, on miss reads the database itself, then writes the result back into the cache; the cache stays passive.";"v = cache.get(k) / if v is None: / v = db.get(k); cache.set(k, v, ttl=300)";"Read-through — there the cache itself fetches from the source on a miss; in cache-aside the application does the fetching."
752;Read-through cache;A vending machine with a tiny stocker living inside: you only ever press the button. If the slot is empty, his arm reaches back into the warehouse, loads the slot, and the can drops — you never see the warehouse.;"The app only ever asks the cache; on a miss the cache itself loads the value from the backing store, returns it, and keeps it.";"cache = Caffeine.newBuilder() / .build(key -> db.load(key)); / v = cache.get(k) // miss handled inside";"Cache-aside — the app does the DB round trip there; read-through hides the source behind the cache API."
753;Write-through cache;A carbon-copy pad: one pen stroke writes the top sheet (cache) and presses through to the ledger page beneath (database) in the same motion. The stroke drags a little — but the sheets can never disagree.;"Writes go to the cache and synchronously to the backing store before acknowledging; never stale, but writes pay full latency.";def put(k, v): / db.write(k, v) # sync / cache.set(k, v) # ack only after both;"Write-behind — behind acknowledges first and flushes later (fast, can lose data); through is synchronous and safe."
754;Write-behind cache;The bartender chalks your rounds on a slate instantly and settles with the register in one batch at closing. Lightning service — but if a spilled beer wipes the slate before settling, those rounds never happened.;Writes hit the cache and are acknowledged immediately, then flushed to the backing store asynchronously — fast, but a crash loses unflushed writes.;"cache.set(k, v); ack() # instant / queue.push((k, v)) / # flusher writes queue to DB every 5s";"Write-through — through waits for the store before acking; behind acks first and gambles on the flush."
755;TTL expiration;Every cache entry parks at its own meter. When the meter hits zero the tow truck hauls the data away, however shiny the car — freshness by countdown, no judgment involved.;"Each entry carries a time-to-live; past it the entry counts as gone, bounding staleness without any invalidation logic.";SET price:sku42 '9.99' EX 60 / -- worst case: 60s stale / no purge code needed when the price changes;"LRU eviction — eviction reacts to capacity pressure; TTL removes by age even in a half-empty cache."
756;Cache invalidation hardness;You change your phone number, then must hunt down every place the old one lives: friends' phones, forms, the fridge magnet, grandma's book. Miss one and someone confidently dials the wrong number for years — a stale cache.;Purging or updating every cached copy exactly when the source changes is notoriously error-prone — one of the two hard things in CS.;"UPDATE products SET name='X2' WHERE id=42; / copies: Redis, CDN, materialized view, browser / purge all, in order, race-free -- or serve lies";"TTL expiry — TTL is the blunt workaround that accepts bounded staleness; invalidation is the precise, hard, event-driven purge."
757;LRU and LFU eviction;"A stuffed closet: LRU tosses whatever you wore longest ago; LFU counts wears and tosses the least-worn. The tux worn once last night survives LRU's purge but is first out under LFU.";When full, the cache evicts by recency (LRU: least recently used) or by frequency (LFU: least frequently used) to make room.;@functools.lru_cache(maxsize=1000) / Redis: maxmemory-policy allkeys-lru / (or allkeys-lfu for frequency);"TTL — TTL removes entries because they are old; eviction removes them because the cache is full."
758;Cache stampede protection;The bakery's 'fresh until 9:00' sign flips and the whole queue charges the tiny kitchen at once. Smart baker: one runner fetches the new tray (lock) while everyone else gets yesterday's croissant (stale), and tomorrow's sign flips at 9:07 (jitter).;"When a hot key expires, many concurrent misses hammer the source at once; fix with per-key locks, TTL jitter, or serving stale while one refreshes.";"if cache.miss(k): / if lock.acquire(k): v = db.get(k); cache.set(k,v) / else: v = cache.get_stale(k) # or brief wait";Ordinary cache miss — a stampede is thousands of simultaneous misses on one hot key, not a single cold read.
759;Negative caching;The doorman keeps a pencil list of names NOT on the guest list. The same gatecrasher returns five times: five glances at the not-list, zero trips to the ledger inside. He erases it often — people do get invited eventually.;"Cache the fact that a lookup found nothing, so repeated misses for the same absent key stop hitting the store; keep its TTL short.";u = cache.get('user:999') / if u == 'NOT_FOUND': return 404 # no DB hit / cache.set('user:999','NOT_FOUND', ttl=30);"Regular caching — this stores absence, not values; too long a TTL makes newly created items look missing."
760;Serialization;"IKEA logic: the assembled chair (object graph, pointers as glued joints) can't ship. Flatten it into a labeled box of parts (bytes) with instructions; the buyer rebuilds an identical chair in a different living room (process).";Converting in-memory structures into a byte or text sequence for storage or transfer, and deserializing them back on the other side.;data = json.dumps({'id': 7, 'tags': ['a']}) / send over network / write to disk / obj = json.loads(data) # other process or language;Serializable isolation level — unrelated despite the name: that is transaction ordering, not encoding objects to bytes.
761;JSON;Jason, the friendly courier every country understands: travels light, speaks plainly, checks no ID (schema). But he can't pronounce dates — he hands them over scribbled as strings — and drops any coin bigger than 2^53.;"Ubiquitous text format of objects, arrays, strings, numbers, booleans, null — human-readable and schema-free; no comments, dates, or safe ints past 2^53.";"{""id"": 7, ""tags"": [""a"", ""b""], / ""ts"": ""2026-07-10T12:00:00Z""} / -- the date is just a string by convention";JavaScript object literal — JSON is stricter: double-quoted keys, no comments, no trailing commas, no functions.
762;YAML;A poem whose meaning hangs on indentation — nudge one space and a stanza changes parents. In the last line the country code NO freezes into boolean false: Norway, voted out of existence by YAML 1.1.;"Indentation-structured, human-first format beloved for config; comments and anchors, but whitespace is syntax and unquoted scalars get coerced.";"server: / port: 8080 / country: NO # YAML 1.1 reads false; quote 'NO'";"JSON — YAML adds comments, anchors, multi-line strings; but JSON never turns NO into false or breaks on a stray space."
763;XML;Data in full Victorian dress: every value is announced on arrival AND departure — <name>Ada</name> — chaperoned by namespaces and corseted by a schema. Ceremonious and heavy, but nobody sneaks in unvalidated.;Tag-based markup with attributes, namespaces and XSD validation — verbose, strict about well-formedness, still core to enterprise and documents.;"<order id=""7""> / <item sku=""A1"" qty=""2""/> / </order> validated against an XSD";"HTML — HTML is forgiving display markup for browsers; XML is strict data markup that dies on one unclosed tag."
764;Protocol Buffers;"A military telegram in dense number code: 'field 1: 7, field 3: Ada' — no names on the wire, just numbered slots. Both ends drill from the same codebook (.proto); lose the codebook and the bytes are gibberish.";"Binary format with a compiled .proto schema; fields travel as numbers, not names — tiny, fast, typed, with codegen per language.";"message User { / int64 id = 1; / string name = 2; } // wire: tag numbers + values";"Avro — Avro ships or registers the schema with the data; protobuf assumes both sides already compiled the codebook."
765;Avro;"A shipping container with the packing manifest riveted to its door: any dock, even one that has never seen this shipper, unloads it by reading the attached schema; old docks reconcile new manifests line by line (schema resolution).";Binary row format whose schema travels with the data (file header or registry ID), enabling clean schema resolution between versions.;Kafka + Schema Registry: / record bytes start with schema id 42 / reader fetches schema 42, resolves vs its own;"Protobuf — protobuf's schema is compiled into both ends and absent from the wire; Avro's schema accompanies the data."
