537;Fairness;A bakery ticket dispenser: pull number 47 and even the pushiest customer physically cannot be served before you.;A fairness policy such as FIFO lock queues guarantees waiters acquire in arrival order, trading raw throughput for no starvation.;new ReentrantLock(true) // Java fair mode / ticket spinlocks in OS kernels;"Priority scheduling — fair queues serve arrival order; priorities deliberately serve some threads first, which is what risks starvation."
538;Priority inversion;A janitor holding the only server-room key is kept mopping by middle managers while the CEO waits outside — until the CEO lends the janitor his badge (inheritance).;"A low-priority thread holding a lock blocks a high-priority one while medium threads preempt the holder; priority inheritance fixes it.";Mars Pathfinder 1997 watchdog reboots / fix: priority inheritance in VxWorks;"Starvation — inversion is blocking through a lock held by a preempted low-priority thread; the cure is inheritance, not fair queuing."
539;Dining philosophers;The domain image itself: five bearded thinkers frozen mid-reach over spaghetti, each clutching a left fork, eternally waiting on the right.;Five philosophers share five forks, each needing two to eat — the canonical model of deadlock, starvation, and their remedies.;fix 1: number forks, grab lower first / fix 2: waiter admits at most 4 sitters;"Producer-consumer problem — philosophers model cyclic resource deadlock; producer-consumer models buffer synchronization."
540;Atomic operation;A magician's tablecloth yank: the dishes are either fully set or fully whisked away — no plate is ever seen in mid-air.;An operation that completes indivisibly: no other thread can observe or interleave with a halfway state.;"AtomicInteger n; n.incrementAndGet(); / Go: atomic.AddInt64(&c, 1)";"volatile — volatile gives visibility of single reads/writes; atomic RMW ops make whole read-modify-write cycles indivisible."
541;Compare-and-swap (CAS);A vending machine that swaps in your new bottle only if the slot still shows exactly the barcode you claimed was there — else it spits your coin back.;A CPU instruction that atomically writes a new value only if the location still holds the expected old value, reporting success or failure.;ok = x.compare_exchange(old, new) / CMPXCHG on x86;"Test-and-set — TAS blindly sets a flag and returns the old bit; CAS conditions its write on a full expected value."
542;CAS retry loop;Editing a wiki page that rejects your save because someone edited meanwhile — you reload, redo the edit on the fresh text, and hit save again.;"Optimistic update pattern: read the value, compute the new one, CAS it in; if another thread won, reread and retry.";"do { old = x.get(); } / while (!x.compareAndSet(old, f(old)));";"Spinlock — a spinlock spins waiting to enter a section; a CAS loop attempts real work each spin, lock-free."
543;Visibility & volatile;Shouting updates at a colleague wearing noise-canceling headphones — marking the field volatile rips the headphones off so every announcement lands.;"Unsynchronized threads may see stale cached values forever; volatile/atomic marks force writes to become visible to other threads.";"volatile boolean stop; // Java / while (!stop) {} // now sees the flip";"Atomicity — volatile publishes individual reads and writes; it does not make compound ops like count++ atomic."
544;Instruction reordering;"A barista makes your two drinks in whatever order is fastest; the customer behind you sees the latte appear before your 'first' espresso.";"Compilers and CPUs reorder independent memory operations for speed; other threads may observe effects out of program order.";"T1: data = 42; ready = true / T2 may observe ready=true, data=0";"Torn read — reordering shuffles whole operations in time; tearing splits one value into inconsistent halves."
545;Memory barrier;A border checkpoint across a highway of trucks: no truck may overtake another through the gate — the convoy's order is frozen at the line.;A fence instruction forbidding compiler and CPU from moving memory operations across it, restoring cross-thread ordering.;"std::atomic_thread_fence(seq_cst); / mfence on x86";"Mutex — a lock gives exclusion plus implicit fences; a bare fence orders memory without blocking anyone."
546;Acquire/release ordering;"A gym locker handoff: you pack the locker, then release the key onto the hook; whoever acquires the key is guaranteed everything packed before it.";"A release store publishes all writes before it; an acquire load that sees it imports them — a one-way visibility handshake between two threads.";"flag.store(1, memory_order_release); / if (flag.load(acquire)) use(data);";"Sequential consistency — seq_cst imposes one global order over all atomics; acquire/release only pairs a writer with its readers."
547;ABA problem;"You memorize your parking row by the red car beside yours; it leaves and an identical red car parks there — same view, wrong world, lost car.";CAS sees the expected value A, but it changed A to B and back to A meanwhile — pointer reuse makes 'unchanged' a lie.;lock-free pop: head A freed, realloc'd as A / fix: tagged pointer (ptr, version);"Stale read — a stale value is genuinely old; ABA is a current value indistinguishable from the old one, so you add version counters."
548;Lock-free vs wait-free;"Lock-free is a mosh-pit exit where somebody always squeezes through; wait-free is numbered turnstiles guaranteeing each person exits in k clicks.";"Lock-free: some thread always makes progress system-wide; wait-free: every thread completes in bounded steps — the stronger guarantee.";CAS retry loop: lock-free (losers retry) / atomic fetch_add counter: wait-free;"Non-blocking means fast — lock-free code can be slower than locks; the guarantee is about progress, not speed."
549;False sharing;Twins in one bunk bed: every time one rolls over (writes), the whole frame shakes the other awake — separate beds (padding) fix everything.;Independent variables on the same 64-byte cache line force cores to invalidate each other's caches on every write, wrecking scaling.;"struct { a int64; _pad [56]byte; b int64 } / Java: @Contended";"True sharing — true sharing contends on the same variable; false sharing contends only on the same cache line by accident of layout."
550;Share memory by communicating;Instead of both cooks stirring one pot with rules about turns, they slide the whole pot through a serving hatch — only the current holder may stir.;Go proverb: don't guard shared memory with locks — transfer data ownership through channels so only one side touches it at a time.;ch <- job // ownership travels with the value / receiver now mutates it alone;"Shared memory + locks — locks let many threads touch one thing safely; message passing arranges for one toucher at a time."
551;Channel;A pneumatic bank tube between tellers: capsules whoosh across the ceiling, and the tube itself paces who waits for whom.;A typed conduit through which concurrent tasks send and receive values, synchronizing as the data flows.;ch := make(chan int) / ch <- 42 // send / v := <-ch // receive;"Plain queue — a queue merely stores; a channel also synchronizes (blocking ends) and supports close and select."
552;Unbuffered channel;A trapeze handoff: the flyer hangs suspended mid-air (blocked) until the catcher's hands arrive at the exact same moment.;A zero-capacity channel where send and receive must meet in time: the sender blocks until a receiver takes the value — a rendezvous.;ch := make(chan int) // cap 0 / ch <- 1 blocks until someone does <-ch;"Buffered channel — buffered sends succeed while capacity remains; unbuffered sends always wait for a live receiver."
553;Buffered channel;A sushi conveyor with exactly N plate slots: the chef keeps placing plates until the belt is full, then must stand and wait.;A channel with capacity N: sends complete immediately until the buffer fills, decoupling producer and consumer speeds up to N items.;ch := make(chan int, 100) / queue.Queue(maxsize=100) # Python analog;"Unbounded queue — a buffered channel's fixed cap creates backpressure; unbounded queues hide overload until memory dies."
554;Closing channels;The baker flips the sign to CLOSED: customers already in line are served the last loaves, and then the line simply ends — no one waits forever.;Closing a channel broadcasts 'no more values': receivers drain what remains, and range loops over the channel then end cleanly.;close(ch) // sender's job, never receiver's / for v := range ch { use(v) };"Sentinel value — close broadcasts completion to all receivers at once; a sentinel item informs only the one receiver that pops it."
555;Select;A 1950s switchboard operator watching five blinking lines, plugging into whichever rings first — flipping a coin when two ring together.;Waits on multiple channel operations at once and runs whichever becomes ready first, choosing pseudo-randomly among ties.;select { / case v := <-jobs: work(v) / case <-time.After(time.Second): timeout() / };"switch statement — switch branches on a value available now; select blocks until some channel operation can proceed."
556;CSP;Rows of sealed phone booths: each occupant computes entirely alone and may only whisper through connecting tubes, while Professor Hoare patrols the aisle.;Hoare's Communicating Sequential Processes: independent sequential processes interacting only via synchronous channels — Go's ancestor.;Hoare 1978, 'Communicating Sequential Processes' / Go channels = CSP made practical;"Actor model — CSP channels are anonymous rendezvous points; actors address each other by identity with async mailboxes."
557;Actor model;Method actors in soundproof dressing rooms, each reading fan mail one letter at a time and never letting anyone else touch their props.;Concurrency units with private state that react to messages one at a time: update state, send messages, spawn new actors.;Erlang: Pid ! {deposit, 100} / Akka: ref.tell(msg, self);"CSP — actors are named, with async unbounded mailboxes; CSP channels are anonymous and typically synchronous."
558;Mailbox;A single brass mail slot into the dressing room: letters pile up in arrival order, but the actor inside opens exactly one at a time.;"An actor's inbound message queue; draining it one message at a time makes the actor internally single-threaded — no locks needed.";receive {msg, X} -> handle(X) end % Erlang / queue drained strictly sequentially;"Channel — a mailbox belongs to exactly one receiving actor; a channel can be shared by many senders and receivers."
559;Bounded channels;A garden hose with your thumb over the nozzle: squeeze the outflow and the pressure travels all the way back up to slow the tap itself.;Bounded buffers push slowdown upstream: when consumers lag, producers block or shed load instead of ballooning hidden queues.;make(chan T, 64) // full = producer blocks / queue.put() blocks at maxsize;"Rate limiting — a rate limit is a fixed preset cap; backpressure adapts dynamically to the consumer's real current speed. | cf. 877 Backpressure (déjà pris): 559 is the in-process channel mechanism; 877 the end-to-end resilience pattern"
560;Non-blocking I/O;A restaurant buzzer puck instead of standing at the counter: you order, wander off to browse, and the puck rattles when the food is ready.;"I/O calls that return immediately instead of parking the thread; readiness arrives later via polling or OS notification (epoll/kqueue).";sock.setblocking(False) / epoll.poll() -> which fds are ready;"Async/await — non-blocking I/O is the OS facility; async/await is language syntax layered on top of it."
561;Event loop;A lone carousel operator at the hub, grabbing whichever mailbag the spinning ride swings past next, handling it fully, then reaching for the next.;A single thread looping forever: wait for ready events, run each handler to completion, repeat — the engine of Node and asyncio.;while True: / for ev in selector.select(): / ev.callback();"Thread pool — the loop multiplexes many tasks on ONE thread; a pool spreads tasks across MANY threads."
562;Microtask vs macrotask;Between every train that pulls into the station (macrotask), the janitor must sweep up every last confetti scrap on the platform (microtasks) before the next train may enter.;The event loop drains the ENTIRE microtask queue (promise callbacks) after each macrotask (timer, I/O) - so promises always run before the next setTimeout.;"setTimeout(() => log('macro')); Promise.resolve().then(() => log('micro'))  // micro first";"vs the event loop itself (561): the loop is the engine; micro/macro is the two-tier priority of its queues"
563;Callback hell;Russian dolls of mechanic napkins: inside each callback's napkin is another napkin with another number, six garages deep, indenting toward the horizon.;Sequential async logic written as nested callbacks marches code off the right margin and scatters error handling — the pyramid of doom.;getUser(id, u => / getOrders(u, os => / getItems(os[0], is => ...)));"Deep recursion — recursion nests live stack frames now; callback hell nests source code that fires across future ticks."
564;Promise / future;A dry-cleaning ticket: not the shirt, but a tradable claim on the future shirt — you can even hand the ticket to somebody else.;"A first-class placeholder for a result not ready yet; consumers attach continuations or await its resolution or failure.";p = fetch(url) / p.then(r => r.json()).catch(log);Callback — a promise reifies the pending result as a composable value instead of burying it in a function argument.
565;Async/await;A bookmark dropped mid-sentence when the doorbell rings: the reader handles the door, returns, and resumes on the exact same syllable.;Syntax that suspends a coroutine at await and resumes it when the awaited future resolves — async code shaped like sync code.;async def main(): / r = await fetch(url) / print(r.status);"Threads — await switches only at marked points on one thread; threads can be preempted between any two instructions."
566;Coroutine;A campfire storyteller who freezes mid-word, hands the talking stick along the circle, and later thaws on precisely the same syllable.;A function that can suspend itself mid-execution, yield control, and later resume with all its local state intact.;async def f(): await g() # native coroutine / def gen(): x = yield # generator form;"Thread — a coroutine suspends voluntarily and costs a small frame; a thread is preempted by the OS and costs a full stack."
567;Await as yield point;Musical statues: other dancers may only move (interleave) during the pauses in the music at 'await' — between pauses, the whole room is frozen for you.;"In cooperative async, code between awaits runs atomically on the loop; interleaving can happen only at await boundaries.";self.n += 1 # safe: no await inside / await io() # others may run HERE;"Thread safety — single-threaded async still races across awaits; a check-then-act spanning an await is a real bug."
568;Never block the loop;"The carousel operator stops to eat an entire steak; every mailbag on the ride circles past unserved — the whole fair queues behind his lunch.";"One blocking call or long computation on the event-loop thread freezes every task; offload such work to executors or workers.";time.sleep(5) # freezes ALL tasks / await loop.run_in_executor(None, cpu_work);"Blocking a worker thread — a stalled pool thread delays one task; a stalled loop stalls every task in the process."
569;Function colors;Shaking hands with a red-painted (async) function stains your hand red too — soon every caller up the chain is wearing red gloves.;Async and sync functions form two 'colors': plain callers can't await async ones, so asyncness spreads virally up the call chain.;def f(): await g() # SyntaxError / async def f(): return await g() # f is red now;"Blocking vs non-blocking — colors are a static split baked into signatures; blocking is a runtime behavior."
570;Thread pool;"A hotel keeps exactly five lifeguards rotating at the pool: swimmers (tasks) queue for attention; nobody hires a fresh lifeguard per swimmer.";A fixed crew of reusable worker threads pulling tasks from a queue — amortizes thread creation and caps total concurrency.;ex = ThreadPoolExecutor(max_workers=8) / ex.submit(task, arg);"Thread-per-task — spawning per task can explode into thousands of threads; a pool bounds and recycles them."
571;Executor & futures;"A concierge desk: hand over any errand, instantly get a numbered claim ticket; which bellhop actually runs it is not your problem.";Submit a callable to an executor and immediately receive a future — the handle to the eventual result — decoupling what from where and when.;f = ex.submit(fetch, url) / print(f.result(timeout=5));"Thread pool — the pool is the workers; the executor is the submission interface that hands back futures."
572;Pool sizing;Chessmasters versus pizza couriers: hire one grandmaster per board (CPU), but dozens of couriers per oven, because couriers mostly sit in traffic (wait).;"CPU-bound: about one thread per core; I/O-bound: roughly cores x (1 + wait/compute), since waiting threads use no CPU.";cpu: max_workers = os.cpu_count() / io: workers ~ cores * (1 + wait/service);More threads = faster — beyond the right size, extra threads add only context-switch and memory cost.
573;Bounded queue & saturation;A coat check with exactly 50 brass hooks: coat 51 gets a polite 'we're full' at the door — far better than coats silently piling to the ceiling in back.;"Give the pool a bounded task queue plus a rejection policy; unbounded queues convert overload into hidden latency and eventual OOM.";ThreadPoolExecutor(.., ArrayBlockingQueue(100), / CallerRunsPolicy()) // Java;"Backpressure — the same principle; a saturation policy is the pool-specific mechanism (reject, block, or caller-runs)."
574;Work stealing;Pickpocket chefs: a cook who finishes early tiptoes over and lifts order slips off the BOTTOM of a swamped colleague's ticket spike.;Idle workers steal tasks from the tail of busy workers' local deques, auto-balancing load with minimal contention.;"ForkJoinPool, Go scheduler, Tokio / steal from tail; owner pops from head";"Single shared queue — one global queue contends on every pop; stealing keeps the hot path local and nearly lock-free."
575;Future composition;Dry-cleaning tickets that snap together like Lego: chain them end-to-end (then), or clip five into one frame that completes only when all five shirts return (gather).;Chain and combine futures — then/map, all/gather, any/race — building async dataflow without blocking to glue the steps.;results = await asyncio.gather(f1(), f2()) / cf.thenApply(x -> x * 2) // Java;"Sequential .result() calls — blocking on each future serializes the waits; composition schedules continuations to overlap them."
576;Cancellation;"You cannot yank a surgeon out mid-operation; you slide a note under the door and she exits at the next safe suture point, instruments counted.";Cancellation is cooperative: set a flag or inject an exception, and the task must notice at checkpoints and clean up — no safe hard kill.;task.cancel() # CancelledError at next await / while not stop_event.is_set(): step();"Thread.kill — a hard kill skips finally blocks and corrupts shared state; cooperative cancel lets the task unwind properly."
577;Timeouts;An egg timer taped to every phone in the office: when it dings, you hang up and act, no matter how sweetly the hold music pleads.;Bound every wait — lock, join, network, future — with a timeout so one slow dependency cannot hang its callers forever.;await asyncio.wait_for(op(), timeout=2.0) / f.result(timeout=5);"Cancellation — a timeout decides WHEN to give up; cancellation is HOW the abandoned task actually gets stopped."
578;Structured concurrency;A kindergarten teacher counting heads at the museum exit: the class (scope) does not leave the building until every single child is accounted for.;Child tasks live inside a lexical scope that cannot exit until all complete or cancel — no orphans, and errors propagate to the parent.;"async with asyncio.TaskGroup() as tg: / tg.create_task(a()); tg.create_task(b())";"Fire-and-forget spawn — detached tasks leak and swallow errors; structured scopes tie task lifetime to a code block."
579;Pool draining;Closing time at a pub: doors locked to newcomers, last orders honored, then the lights flick twice and the bouncer walks the room.;Stop accepting new tasks, let in-flight work drain within a deadline, then cancel stragglers and join workers before exiting.;"ex.shutdown(wait=True) / shutdown(); awaitTermination(30s); shutdownNow()";"Daemon threads — daemons are simply abandoned at process exit; graceful shutdown drains and joins deliberately. | cf. 997 Graceful shutdown (déjà pris): 579 drains one executor's queue; 997 is the whole process's SIGTERM ritual"
580;Data parallelism;A hundred lumberjacks handed one identical axe each and one distinct tree each — the same swing everywhere, whole forest down by lunch.;The same operation applied across partitions of a dataset in parallel — you split the data, not the algorithm.;pool.map(process, images) / each worker: same fn, different chunk;"Task parallelism — data parallelism runs one function over many chunks; task parallelism runs different functions at once."
581;Task parallelism;A pit crew swarming one car: one changes tires, one fuels, one wipes the visor — completely different jobs in the same four seconds.;Different independent operations run concurrently — you split the algorithm into distinct tasks, possibly over the same data.;t1 = spawn(parse_logs) / t2 = spawn(resize_images) # unrelated jobs;Data parallelism — same op over chunks versus different ops side by side.
