114;Sentinel (dummy) node;A palace guard (sentinel) who stands at the gate even when the palace is empty - every visitor is announced by someone, so 'is anyone home?' checks vanish.;A permanent dummy node before the real head (or after the tail) so insert and delete code never special-cases empty lists or first elements.;"dummy = Node(0); dummy.next = head / prev = dummy # deletion loop never asks 'is this the head?' / return dummy.next";"Head pointer - the head references the first real node; a sentinel is a fake node holding that pointer, erasing edge cases."
115;Runner (fast-slow) technique;"A hare and a jogger leave the trailhead together; the hare runs twice as fast, so the instant it touches the finish line, the jogger is at the halfway bench.";"Two pointers advance at different speeds (fast 2 steps, slow 1); when fast reaches the end, slow stands exactly at the middle.";slow = fast = head / while fast and fast.next: / slow, fast = slow.next, fast.next.next # slow = middle;"Floyd cycle detection - same two speeds, but Floyd watches for the pointers meeting; the runner watches where slow is when fast finishes."
116;Floyd cycle detection;"Tortoise and hare on a circular racetrack: on a loop the hare must eventually lap and collide with the tortoise; on a straight road the hare just vanishes over the horizon.";"If a fast pointer (2 steps) and slow pointer (1 step) ever land on the same node, the list has a cycle; on a straight list fast hits null first.";while fast and fast.next: / slow, fast = slow.next, fast.next.next / if slow is fast: return True;"Visited-set detection - a hash set also finds cycles but costs O(n) memory; Floyd uses two pointers and O(1) space."
117;In-place list reversal;Walking a hallway of one-way arrows, flipping each arrow to point back the way you came - memorize the next doorway before you flip, or you strand yourself.;"One pass repoints each node's next at its predecessor using three pointers (prev, cur, nxt); prev ends up as the new head.";prev = None / while cur: cur.next, prev, cur = prev, cur, cur.next / head = prev;"Reversal via stack or array copy - also reverses but uses O(n) extra space; in-place rewires pointers with O(1)."
118;Tail pointer;A bookmark clipped to the last page of a giant ledger: new entries go straight where the bookmark sits, no flipping through ten thousand pages.;"Keeping a reference to the last node makes append O(1); without it, every append is an O(n) walk to find the end.";tail.next = Node(v) / tail = tail.next;"Head pointer - head buys O(1) prepend, tail buys O(1) append; a linked-list queue wants both ends tracked."
119;Circular linked list;A carousel of horses nose-to-tail in a ring: there is no last horse - keep riding and you pass your starting horse again and again.;The last node points back to the first, so traversal wraps around and any node can serve as a starting point - natural for round-robin.;tail.next = head # close the ring / cur = cur.next # round-robin scheduler, forever;"Accidental cycle - a circular list is a deliberate ring through all nodes; a bug cycle loops back mid-list and breaks termination checks."
120;Stack (LIFO);A spring-loaded plate dispenser in a cafeteria: you can only take the plate most recently stacked on top - the bottom plate may never see daylight.;A collection where insertion and removal happen at the same end, the top: the last item pushed is the first popped.;s = [] / s.append(x) # push / s.pop() # last in, first out;"Queue - a queue removes from the opposite end, serving the oldest item; a stack serves the newest."
121;Push, pop, peek;A Pez dispenser: thumb a candy in (push), flip the head to take one (pop), or tilt it to peek at the next candy without eating it.;Push adds to the top, pop removes and returns the top, peek reads the top without removing it - all O(1) operations.;s.append(x) # push / top = s[-1] # peek / x = s.pop() # pop;"Pop vs peek - pop mutates the stack by removing the top; peek only inspects it and leaves the stack unchanged."
122;Queue (FIFO);A British bus queue: newcomers join the back of the line and only the person at the front boards - cutting in is unthinkable.;Items enter at the back and leave from the front, so they exit in exactly the order they arrived.;"from collections import deque / q = deque(); q.append(x) # enqueue at back / q.popleft() # dequeue oldest";"Stack - a stack serves the newest arrival; a queue serves the oldest."
123;O(1) at both ends;A hot-dog trailer with a door at each end: buns slide in the back door, dogs go out the front hatch - nobody inside ever shuffles forward. A Python list makes the whole line take one step each serve.;"A queue needs constant-time enqueue at the rear and dequeue at the front; an array-backed list makes one of those ends O(n).";q.pop(0) # list: O(n), shifts everyone / dq.popleft() # deque: O(1);list.pop(0) vs deque.popleft - identical result, but the list shifts all remaining elements while the deque moves a pointer.
124;Call stack;"A pile of open books on your desk: each time a book cites another, you plop the new one on top; finishing it, you toss it and resume the book beneath at the exact sentence you left.";"The runtime stack of function frames: a call pushes a frame with locals and a return address; returning pops it and resumes the caller.";def a(): b() / def b(): c() # frames: a under b under c / # c returns -> pop -> b resumes mid-line;"Heap memory - the heap holds allocations with arbitrary lifetimes; the call stack is strict LIFO frames tied to calls."
125;Deque (double-ended queue);A subway car with doors at both ends: passengers hop on or off at either door. Say it 'deck' - like a deck of cards you can deal from top or bottom.;A queue open at both ends with O(1) push and pop at front and back - it subsumes both stack and queue.;"d = deque([2, 3]) / d.appendleft(1); d.append(4) / d.popleft(); d.pop()";"Dequeue (the verb) - 'deque' is the two-ended structure; 'dequeue' is the act of removing from a queue."
126;Ring buffer;A sushi conveyor loop with numbered plates: the chef refills plates just behind where diners grab them, and the belt endlessly reuses the same plates.;A fixed-size array with head and tail indices that wrap around modulo capacity - a queue with no shifting and no allocation.;"buf[tail % N] = x; tail += 1 / x = buf[head % N]; head += 1";"Dynamic-array queue - a ring buffer reuses fixed slots via wraparound; it never grows or shifts (full writes may overwrite oldest)."
127;Queue from two stacks;"Two Pringles cans: drop chips into can A; to serve, flip A upside down over can B - the oldest chip lands on top of B, ready to serve first.";"Push into an inbox stack; when the outbox stack is empty, pour the whole inbox into it, reversing order so pops come out FIFO.";inbox.append(x) / if not outbox: / while inbox: outbox.append(inbox.pop());"Stack from two queues - the mirror trick; here two LIFO reversals cancel into FIFO at amortized O(1) per operation."
128;Monotonic stack;A doorway line kept in decreasing height: when a taller dancer arrives, every shorter person at the door is bounced one by one - and each bounced person just met their 'next taller'.;"A stack kept sorted by popping smaller (or larger) tops before each push; solves next-greater-element and span problems in O(n).";for i, x in enumerate(a): / while st and a[st[-1]] < x: nxt[st.pop()] = x / st.append(i);"Plain stack - a monotonic stack enforces an ordering invariant by evicting on push; a plain stack accepts anything on top."
129;Stack overflow;Stacking chairs toward the ceiling fan: each recursive call adds a chair, and the thousandth chair hits the spinning blades - RecursionError, chairs everywhere.;"The call stack is fixed-size; recursion too deep exhausts it and crashes - Python guards with a recursion limit near 1000.";def f(): return f() / f() # RecursionError: maximum recursion depth exceeded;"Heap exhaustion (OOM) - the heap fails on total allocation size; the stack fails on call depth."
130;Hash table (map);A coat check where the clerk grinds (hashes) your name into a number and stuffs the coat into that cubby - retrieval is one glance at cubby 47, never a search through every coat.;"Stores key-value pairs in an array of buckets; hashing the key picks the bucket, giving near-constant lookup, insert, and delete.";d = {} / d['alice'] = 30 / d['alice'] # jump to bucket, no scan;"Tree map (BST) - a tree map keeps keys sorted with O(log n) ops; a hash map is unordered with O(1) average ops."
131;Hash-to-bucket mapping;A meat grinder bolted above a lazy Susan of 8 bowls: any ingredient (key) goes through the grinder into a huge number, and the wheel spins that number mod 8 to pick the bowl.;bucket = hash(key) mod table_size: the hash scrambles the key into a big integer, and mod folds it into a valid array index.;i = hash('alice') % 8 / buckets[i].append(('alice', 30));"Cryptographic hashing - table hashing wants speed and even spread; crypto hashing wants irreversibility (different domain entirely)."
132;Hash collision;Ten pigeons, nine pigeonholes: two pigeons must share one hole, feathers flying. Two strangers' coats both hashed to cubby 47.;Two different keys landing in the same bucket - inevitable by the pigeonhole principle, so every table needs a resolution strategy.;hash('Aa') % 8 == hash('BB') % 8 # can collide / # both keys fight for bucket 3;Hash equality vs key equality - colliding keys share a bucket but are still told apart by comparing the actual keys with ==.
133;Separate chaining;Cubby 47 has a chain of hangers dangling out of it: extra coats clip onto the chain, and you flip through just the few coats on chain 47.;"Each bucket holds a small list of entries; colliding keys append to the bucket's chain, and lookups scan only that short chain.";buckets[i] = [('Aa', 1), ('BB', 2)] / for k, v in buckets[i]: / if k == key: return v;"Open addressing - chaining stores collisions in per-bucket lists; open addressing stores them in other slots of the same array."
134;Open addressing;Parking: your assigned spot 47 is taken, so you creep forward - 48, 49, 50 - and take the first open spot, knowing seekers will retrace the same creep to find you.;"All entries live in the array itself; on collision, probe a deterministic sequence of other slots (linear, quadratic, double hash) until one is free.";i = h / while table[i] is not None: i = (i + 1) % N # linear probe / table[i] = (key, val);"Chaining - probing keeps everything in one flat cache-friendly array but suffers clustering; chains allocate a node per entry."
135;Load factor and rehashing;A nightclub with a strict fire marshal: at 70 percent full the club instantly moves to a hall twice the size - and every guest is re-seated by the grinder, old seat numbers void.;"Load factor = entries / buckets; past a threshold (~0.7) the table allocates more buckets and rehashes every key to a new position.";if n / len(buckets) > 0.7: / rehash_into(2 * len(buckets));"Dynamic-array resize - arrays copy elements to the same indexes; hash resizing recomputes every position because the modulus changed."
136;O(1) average, O(n) worst;"A supermarket with 20 open lanes: normally you walk right up (O(1)); the day the manager routes everyone to lane 3, you queue behind the entire store (O(n)).";"Good hashing touches ~1 slot per lookup on average; adversarial or degenerate hashing piles all keys into one bucket, degrading to a linear scan.";d[k] # average O(1) / # all keys hash alike -> one long chain -> O(n) scan;"Amortized O(1) - amortized averages one structure's operations over time; average-case O(1) averages over how well hashes spread."
137;Hash set;"A bouncer's guest list spread across numbered clipboards: he grinds your name to clipboard 5 and glances - you are on it or you are not; nobody's plus-one (value) is recorded.";A hash table storing only keys with no values: O(1) average membership tests, add, remove, and instant deduplication.;seen = set() / if x in seen: skip() / seen.add(x);"Dict - a dict maps each key to a value; a set stores bare keys (CPython sets are essentially dicts without values)."
138;Hashable key contract;You check your coat under your name, then legally change your name at the counter: the clerk grinds the new name to a different cubby - your coat is lost in cubby limbo forever.;Keys must be hashable and stable: equal objects must hash equally, and mutating a stored key silently breaks retrieval.;d[[1, 2]] = 'x' # TypeError: unhashable type / d[(1, 2)] = 'x' # immutable tuple works;"Equality vs identity - dict lookup uses hash then ==, never 'is'; two equal tuples find the same entry."
139;Tombstone deletion;"A parking spot with a little gravestone in it: searchers read 'someone parked here once - keep creeping forward'; a truly empty spot would wrongly announce 'search over'.";In open addressing, deleted slots get a tombstone marker instead of becoming empty, so probe chains passing through them stay unbroken.;"table[i] = TOMBSTONE # not None / # lookups skip tombstones; inserts may reuse them";"Chaining deletion - chains simply unlink the node; only probing schemes need tombstones to preserve lookup paths."
140;Binary tree;An upside-down tree hung like a chandelier: the root at the ceiling, every branch forking into at most two - a left twig and a right twig.;A hierarchy of nodes where each node has at most two children, called left and right, growing down from a single root.;class TreeNode: / def __init__(self, v): / self.val, self.left, self.right = v, None, None;"Binary search tree - a plain binary tree has no ordering rule; a BST adds the left < node < right invariant."
141;Root, leaf, height, depth;"A cave system: the surface entrance is the root, dead-end chambers at the bottom are leaves; YOUR depth is how far you have descended, the CAVE's height is its deepest shaft.";"Root: the top node; leaf: a node with no children; depth: edges from root down to a node; height: edges on the longest downward path.";height(leaf) == 0 / height(n) == 1 + max(height(n.left), height(n.right));"Height vs depth - depth is measured from the root down to a node; height is from a node down to its deepest leaf."
142;BST ordering invariant;"A librarian at every fork of a branching library swears the oath: 'smaller titles, my whole left wing; larger titles, my whole right wing' - and every sub-librarian repeats it.";For every node, all keys in its entire left subtree are smaller and all keys in its right subtree are larger - recursively, everywhere.;assert all(x < n.val for x in subtree(n.left)) / assert all(x > n.val for x in subtree(n.right));"Heap property - a heap orders only parent against child with no left-right rule; a BST orders entire subtrees around each node."
143;In-order traversal;Touring the branching library: read the entire left wing, then the librarian's own book, then the right wing - you exit having read all titles in perfect alphabetical order.;"Visit the left subtree, then the node, then the right subtree; on a BST this yields every key in ascending sorted order.";"def inorder(n): / if n: inorder(n.left); visit(n); inorder(n.right) / # on a BST: sorted output";"Pre-order - pre-order visits the node before its children (good for copying); in-order sandwiches the node between subtrees (sorted on BSTs)."
144;Pre-order and post-order;PREgame speech vs POSTgame handshake: the coach talks before the players play (pre), or the players finish before the coach wraps up (post) - and you must tear down the team before the coach, so deletion is post-order.;"Pre-order visits the node before its children (serialize, copy); post-order visits children first (free memory, evaluate expression trees).";"pre: visit(n); walk left; walk right / post: walk left; walk right; visit(n)";"In-order - only in-order splits the children around the node; pre and post keep the node at an edge, first or last."
145;Level-order traversal;Eating a wedding cake one tier at a time: the entire top tier is finished before anyone touches the next tier, plates queued left to right.;Visit nodes level by level, left to right, driven by a queue: dequeue a node, visit it, enqueue its children - BFS on a tree.;"q = deque([root]) / while q: / n = q.popleft(); visit(n); q.extend(c for c in (n.left, n.right) if c)";"Depth-first traversals - DFS dives down using a stack or recursion; level-order sweeps across using a queue."
146;BST search/insert O(h);Twenty questions down the library forks: each librarian's 'higher or lower' answer eliminates an entire wing - and a new book walks the same forks until it finds an empty shelf to occupy.;"Compare with the node and branch left or right, discarding a subtree each step; cost is O(height) - log n balanced, n degenerate.";while n: / n = n.left if key < n.val else n.right / # insert: attach a node at the None you fell off;"Binary search on an array - the same halving idea, but arrays halve an index range; BSTs follow pointers and also insert cheaply."
147;BST deletion cases;"Removing a middle manager: no reports - clear the desk; one report - that report takes the chair; two reports - headhunt the successor (smallest of the right wing) into the chair, then fill their old vacancy.";"Leaf: unlink it; one child: splice that child up; two children: overwrite with the in-order successor, then delete the successor node.";# two-children case: / n.val = min_of(n.right) / delete(n.right, n.val);"Heap extraction - a heap always removes the root and sifts down; BST delete removes arbitrary keys via three structural cases."
148;Degenerate tree;A vine, not a tree: plant seeds in alphabetical order and every branch grows only rightward - a sad ivy strand dangling down the library wall, one librarian per rung.;Inserting already-sorted keys chains every node down one side, collapsing the BST into a linked list with O(n) operations.;for k in range(1, 8): insert(k) / # 1 -> 2 -> 3 -> ... right-leaning chain, height n-1;"Balanced tree - the same keys with rotations keep height logarithmic; a degenerate tree's height equals n-1."
149;In-order successor;Library succession law: the heir is the youngest reader of the elder wing - step right once, then run left to the very end. No right wing? Climb until you arrive at an ancestor from a left staircase.;The next key in sorted order: the leftmost node of the right subtree if one exists, else the lowest ancestor entered from its left side.;n = node.right / while n.left: n = n.left / return n;"Predecessor - the mirror image: rightmost of the left subtree; successor is leftmost of the right subtree."
150;Why balance trees;A bonsai gardener who trims after every single planting: the tree stays squat and wide, any leaf a few snips from the trunk - never a dangling vine.;Keeping height O(log n) via local restructuring guarantees logarithmic search, insert, and delete even under adversarial insertion orders.;n = 1_000_000 keys / # balanced height ~ 20 / # degenerate height ~ 1_000_000;"Perfect balance - real self-balancing trees allow slack (AVL: sibling heights differ by at most 1); they never rebuild to perfection."
151;AVL tree;'A Very Level' tree: a gymnast on a balance beam who cartwheels (rotates) the instant one arm hangs two notches lower than the other.;A BST storing subtree heights that rotates whenever siblings' heights differ by more than one - the strictest balance, fastest lookups.;balance = h(left) - h(right) / if abs(balance) > 1: rotate();"Red-black tree - AVL rebalances more eagerly for faster reads; red-black tolerates ~2x height in exchange for cheaper writes."
152;Tree rotation;A dance lift: the child swings up over the parent's head and lands on top, the parent dips underneath, and the child's inner subtree is handed off to the parent mid-spin - the line-dance order never changes.;An O(1) local pointer rewiring that lifts a child above its parent while preserving in-order key order - the tool every balanced BST uses.;"def rotate_left(x): / y = x.right; x.right = y.left; y.left = x / return y # y is the new subtree root";"Subtree rebuild - a rotation is O(1) local rewiring; rebalancing by rebuilding costs time proportional to subtree size."
153;Red-black tree;A kingdom's roads: every route from castle to any border post passes the SAME number of black-uniformed guards, and no two red-scarfed rookies ever stand back to back - so no road can grow too long.;"A BST coloring nodes red or black under rules (no red parent with red child; equal black count on every root-leaf path) capping height at ~2 log n.";# std::map, Java TreeMap, Linux CFS scheduler / # insert: recolor, and rotate only when rules break;AVL tree - red-black is looser (height up to 2 log n) but rotates less, so libraries default to it for mixed read-write loads.
154;B-tree;A filing cabinet where each drawer is a whole sorted shelf of 500 dividers: three drawer-pulls take you from the entire archive to one file - pulls (disk seeks) are expensive, so drawers are fat.;A shallow, wide search tree whose nodes hold many sorted keys, sized to disk pages so each tree level costs exactly one disk read.;# one node = one 4KB page, ~100-1000 keys / # height 3-4 spans billions of records;"Binary tree - a B-tree fans out to hundreds of children to minimize disk reads; binary trees fan out to two, fine in RAM."
155;B+ tree;"The cabinet's upper drawers hold only signposts; every actual file lives in the bottom drawer row, and those bottom drawers are chained left to right - slide sideways to read A through Z without ever climbing back up.";A B-tree variant keeping all records in linked leaves, with internal nodes as pure routing keys - range scans just walk the leaf chain.;# leaves: [k1,k2] -> [k3,k4] -> [k5,k6], linked / SELECT ... WHERE k BETWEEN 10 AND 99 # one descent + leaf walk;"B-tree - a plain B-tree stores records in internal nodes too; B+ pushes all data to linked leaves, making range queries sequential."
156;Trie (prefix tree);A choose-your-own-adventure spelling: from the lobby take hallway 'c', then 'a', then 't' - the room lights up 'word!' and corridors continue toward 'cats' and 'catalog'. Say 'trie' as in reTRIEval.;A tree keyed by characters: each root-to-node path spells a prefix, so lookup and autocomplete cost O(word length), not O(word count).;node = root / for ch in 'cat': node = node.children[ch] / node.is_word = True;"Hash set of strings - a set answers exact membership only; a trie also answers prefix queries and powers autocomplete."
157;Segment tree;A tournament pyramid of accountants: each accountant knows the total of exactly their half of the row below - ask 'sum of days 3 to 9' and a few mid-level accountants stitch the answer from pre-added chunks.;"A binary tree over array intervals storing an aggregate (sum, min, max) per segment; range query and point update both run in O(log n).";tree[v] = tree[2*v] + tree[2*v+1] / query(3, 9) # combines O(log n) stored segments;"Fenwick tree - Fenwick is a leaner array trick limited to invertible prefix ops; segment trees handle arbitrary ranges, min/max, lazy updates."
158;Fenwick tree (BIT);A cash drawer with Russian-doll compartments sized 1, 2, 4, 8: to total the first 13 dollars you open compartments 8 + 4 + 1 - the binary digits of 13 tell you exactly which lids to lift.;"An array where index i stores the sum of a block sized by i's lowest set bit; prefix sums and point updates both run in O(log n).";"while i > 0: s += bit[i]; i -= i & (-i) # prefix sum / # update: while i <= n: bit[i] += d; i += i & (-i)";Segment tree - a Fenwick tree uses half the memory and far less code but only supports invertible prefix aggregates like sums.
159;Splay tree;A needy cat: whatever toy you touched last claws its way to the summit of the cat tree and SPLAYS across the top - reach for it again and it is right there.;"A BST that rotates every accessed node up to the root, so hot keys drift to the top; amortized O(log n) with zero stored metadata.";get(x) # x is rotated all the way to root / get(x) # now near-instant, it sits on top;"LRU cache - both favor recent items, but an LRU evicts old entries; a splay tree keeps everything, merely reshuffled."
160;Binary heap property;A dessert pyramid where lighter layers always float above heavier ones: the single feather-light dollop of cream crowns the very peak.;A complete binary tree where every parent outranks its children (min-heap: parent <= children), so the extreme element is always the root.;import heapq / heapq.heappush(h, 5) / h[0] # the minimum, always at the root;"BST - a heap orders only along parent-child edges (siblings unordered); a BST orders whole left and right subtrees."
161;Min-heap vs max-heap;Twin carnival claw machines: one claw always grabs the cheapest prize on top (min), its mirror twin the priciest (max). Python only sells the cheap-claw, so you tape minus signs onto price tags to fake the other.;"A min-heap keeps the smallest at the root, a max-heap the largest - same mechanics, flipped comparison; Python's heapq is min-only.";"heapq.heappush(h, x) # min-heap / heapq.heappush(h, -x); top = -h[0] # max via negation";"heapq direction bug - Python heapq is a min-heap; assuming max-heap behavior is the classic off-by-sign mistake."
162;Complete tree as array;"A theater seating chart for a family reunion: grandma in seat 0, her two kids in seats 1 and 2, their kids in 3 through 6 - nobody holds hands (pointers); seat numbers do all the math.";Because the tree is complete, it packs into an array with zero pointers: children of i sit at 2i+1 and 2i+2, parent at (i-1)//2.;left, right = 2*i + 1, 2*i + 2 / parent = (i - 1) // 2;"Pointer-based tree - heaps exploit completeness (no gaps) to use index math; a general tree has holes and needs real pointers."
163;Sift up (insert);A bubble released at the pool floor: it rises past heavier water one level at a time and stops the moment the layer above is lighter than it is.;Append the new item in the next leaf slot at the array's end, then swap it with its parent while it outranks the parent - O(log n).;"h.append(x); i = len(h) - 1 / while i and h[i] < h[(i-1)//2]: / swap(i, (i-1)//2); i = (i-1)//2";"Sift down - sift up repairs a violation at the bottom after insert; sift down repairs the top after extraction."
164;Sift down (extract-min);The CEO retires and the newest intern is dropped into the corner office: too junior for the chair, she sinks level by level, always trading places with the stronger deputy, until she rests where she belongs.;Remove the root, drop the last leaf into the hole, then swap it with its better child until both children rank below it.;top = h[0] / h[0] = h.pop() / sift_down(0) # swap with smaller child until settled;"Sift up - extraction always starts the repair at the root moving down; insertion starts at a leaf moving up."
165;Build-heap in O(n);Renovating the corporate pyramid from the mezzanine down to the lobby: most managers sit near the bottom with almost nowhere to sink, so the whole reshuffle is cheap - only the rare top boss takes a long fall.;"Heapify any array by sifting down each internal node from the middle backward; total work sums to O(n), not O(n log n).";for i in range(n//2 - 1, -1, -1): / sift_down(i) / heapq.heapify(lst) # O(n);"n pushes - inserting one by one costs O(n log n); bottom-up heapify is O(n) because most nodes sift only short distances."
166;Priority queue ADT;An ER waiting room: the gunshot wound admitted a minute ago leaps past the sprained ankle that has waited two hours - triage tags, not take-a-number tickets, decide who is next.;"An abstract queue that always serves the highest-priority item next regardless of arrival order; binary heaps are the standard engine.";heapq.heappush(pq, (priority, task)) / prio, task = heapq.heappop(pq);"FIFO queue - a plain queue serves by arrival time; a priority queue serves by rank (and PQ is the interface, heap the implementation)."
167;Top-k via size-k heap;A ten-champion hall of fame where the doorman is the WEAKEST champion: every challenger fights only the doorman - win, and you take his plaque while the new weakest walks to the door.;Keep a min-heap of the k best seen: a newcomer beating the heap's root replaces it - O(n log k) time, O(k) space, stream-friendly.;for x in stream: / if len(h) < k: heapq.heappush(h, x) / elif x > h[0]: heapq.heapreplace(h, x);"Full sort - sorting costs O(n log n) and needs all data in memory; note the twist: top-k LARGEST uses a MIN-heap as gatekeeper."
168;Merge k sorted lists;"K conveyor belts feed one funnel where a claw always grabs the smallest front item; the belt that lost it advances one notch.";Keep a heap of each list's current head: pop the min, push its successor - merging k sorted streams in O(N log k).;import heapq / merged = heapq.merge(*sorted_lists);vs the two-way merge step of mergesort: same idea, but the heap generalizes 2 lists to k at log k per element
169;Heap's partial order;The dessert pyramid again: the peak dollop is certainly lightest, but two puddings halfway up may sit in any order - reading the pyramid left to right yields mush, not a ranking.;"Only the root is guaranteed extreme; siblings and levels are mutually unordered, so scanning the heap array does not give sorted output.";h = [1, 5, 2, 9, 6, 3] # valid min-heap, not sorted / out = [heapq.heappop(h) for _ in range(len(h))] # sorted;"Sorted array - a sorted array orders every element (k-th in O(1)); a heap exposes only the extreme, so k-th costs k pops."
170;Graph (vertices and edges);A detective's cork-board conspiracy wall: photos (vertices) joined by red yarn (edges), any photo to any photo - no hierarchy, only relationships.;"A set of vertices connected by edges, modeling arbitrary pairwise relationships - the most general linked structure; trees are special cases.";V = {'A', 'B', 'C'} / E = {('A','B'), ('B','C')};Tree - a tree is a restricted graph: connected, acyclic, n-1 edges, one parent per node.
171;Directed vs undirected;"Instagram versus a handshake: following someone is a one-way arrow they may never return (directed); a handshake cannot be one-sided (undirected).";"Directed edges are one-way arrows (u to v does not imply v to u); undirected edges are mutual - the choice changes reachability entirely.";"adj['A'].append('B') # directed edge / adj['A'].append('B'); adj['B'].append('A') # undirected";Weighted vs directed - orthogonal properties: direction says WHICH way you may travel, weight says what the trip costs.
172;Weighted graph;A road map where every segment has a toll sign: the 2-road route with 50-dollar tolls loses to the 5-road route with 2-dollar tolls.;"Each edge carries a cost (distance, time, capacity); the best route minimizes total weight, not hop count.";adj['A'] = [('B', 5), ('C', 1)] / # edge A->C costs 1;"Unweighted shortest path - plain BFS finds fewest hops; weights break BFS and demand Dijkstra-style algorithms (another domain)."
